UserID,SessionID,BrowserType,OperatingSystem,DeviceType,NumItemsInCart,CartTotalAmount,TimeSpentOnSiteMinutes,HasCouponApplied,IsReturningCustomer,LastPageViewedCategory,AbandonmentReason
3560,969234,Edge,Linux,Mobile,2,95.02,4.76,False,True,Clothing,Found Better Price
7981,380199,Safari,MacOS,Desktop,2,99.97,12.23,False,True,Electronics,No Abandonment
1030,465450,Opera,iOS,Mobile,0,107.08,5.43,False,False,Books,No Abandonment
6952,249630,Firefox,iOS,Desktop,3,60.78,6.5,False,False,Electronics,No Abandonment
9132,629523,Chrome,iOS,Mobile,4,107.9,15.18,False,True,Books,Found Better Price
1885,985659,Safari,Windows,Tablet,4,23.95,10.86,True,False,HomeGoods,No Abandonment
8492,771521,Opera,Linux,Tablet,3,65.61,7.21,False,True,Beauty,Found Better Price
5843,507763,Firefox,iOS,Tablet,3,89.03,7.91,True,True,Beauty,No Abandonment
5038,754235,Safari,Android,Mobile,1,52.8,2.69,False,True,Beauty,No Abandonment
3290,321104,Opera,iOS,Desktop,4,223.7,7.81,False,True,Beauty,Distraction
4894,261980,Chrome,Windows,Tablet,3,34.35,8.69,True,True,Beauty,No Abandonment
5596,539785,Opera,Linux,Desktop,3,13.01,4.78,False,False,Toys,Distraction
1204,459332,Chrome,MacOS,Tablet,4,156.04,8.67,False,False,Toys,Found Better Price
6502,882722,Chrome,Linux,Tablet,3,69.08,14.16,False,True,Clothing,Found Better Price
9197,594344,Edge,MacOS,Mobile,3,22.69,12.41,True,False,Toys,High Shipping Cost
8820,416403,Firefox,MacOS,Tablet,4,41.2,12.73,False,False,Beauty,Payment Issues
9140,287093,Edge,iOS,Desktop,1,9.53,7.12,False,False,Electronics,No Abandonment
1531,437025,Chrome,Android,Desktop,1,25.3,6.83,False,True,Electronics,High Shipping Cost
9016,626358,Firefox,Android,Tablet,5,62.4,9.75,False,True,Books,No Abandonment
1226,975698,Firefox,iOS,Desktop,0,102.53,6.39,False,True,HomeGoods,High Shipping Cost
7142,989336,Firefox,Windows,Desktop,6,38.1,10.13,False,False,Clothing,No Abandonment
8482,395832,Safari,MacOS,Desktop,2,29.41,10.92,True,False,Clothing,Payment Issues
3099,597611,Opera,Android,Desktop,4,32.42,14.58,False,False,Electronics,High Shipping Cost
8313,742458,Chrome,Linux,Desktop,1,36.43,4.06,False,True,Electronics,High Shipping Cost
8290,385000,Firefox,Windows,Tablet,8,69.13,11.16,False,True,Beauty,Distraction
5566,802934,Safari,iOS,Desktop,1,160.06,6.56,False,False,Toys,No Abandonment
3661,248899,Safari,Windows,Desktop,7,9.24,12.56,True,False,Clothing,High Shipping Cost
2664,768059,Chrome,Android,Tablet,1,29.57,9.11,False,True,Books,No Abandonment
2525,201105,Edge,iOS,Mobile,0,9.7,8.45,True,False,HomeGoods,High Shipping Cost
4750,183695,Safari,Android,Desktop,1,25.52,10.88,True,False,Beauty,Payment Issues
7757,566972,Chrome,MacOS,Mobile,5,50.77,10.95,False,True,Clothing,Payment Issues
4654,627991,Safari,Windows,Mobile,2,14.67,6.9,True,False,Beauty,No Abandonment
3567,721481,Chrome,MacOS,Tablet,3,87.85,8.32,True,False,Books,Payment Issues
2096,474645,Firefox,Linux,Mobile,4,21.6,6.23,False,True,Electronics,Found Better Price
4098,206015,Edge,MacOS,Mobile,5,83.61,8.46,False,False,Books,Payment Issues
4240,181547,Safari,Windows,Mobile,3,32.89,10.83,True,False,Books,No Abandonment
8967,218429,Safari,Linux,Tablet,2,44.4,12.65,False,False,Beauty,High Shipping Cost
7728,588507,Safari,Android,Desktop,2,75.79,2.52,False,False,Beauty,Distraction
6328,255786,Opera,Linux,Tablet,2,195.94,11.46,True,True,Clothing,High Shipping Cost
8778,448516,Opera,Windows,Tablet,4,33.02,10.29,False,False,Books,High Shipping Cost
9079,969514,Firefox,iOS,Tablet,2,9.59,4.49,False,False,Clothing,No Abandonment
4614,988175,Safari,Linux,Desktop,5,168.44,3.26,False,True,Toys,No Abandonment
1847,345358,Edge,Android,Mobile,4,85.28,8.07,False,False,Toys,No Abandonment
4616,266373,Opera,Linux,Desktop,2,28.41,7.79,False,False,Books,High Shipping Cost
3704,793740,Chrome,MacOS,Mobile,0,54.26,8.18,True,True,Books,Found Better Price
7754,240623,Chrome,iOS,Desktop,6,60.03,12.61,False,True,HomeGoods,No Abandonment
4893,730522,Chrome,Windows,Tablet,8,34.66,3.48,False,True,Electronics,Distraction
3994,905041,Firefox,iOS,Tablet,3,16.98,4.65,False,True,Toys,High Shipping Cost
5533,454816,Safari,MacOS,Mobile,2,42.44,3.9,False,False,Books,Found Better Price
2500,431352,Safari,iOS,Tablet,2,15.55,11.51,False,False,Books,High Shipping Cost
3442,757520,Opera,MacOS,Tablet,2,192.8,10.12,False,False,Books,Found Better Price
2725,288698,Chrome,Linux,Desktop,1,122.58,8.49,False,False,Beauty,No Abandonment
8341,229567,Firefox,Windows,Mobile,0,123.49,6.47,True,True,Books,High Shipping Cost
1325,232869,Edge,MacOS,Desktop,4,8.35,7.4,True,False,Books,Found Better Price
5417,718536,Safari,MacOS,Desktop,3,36.07,6.86,True,False,HomeGoods,Payment Issues
3666,453446,Safari,Linux,Tablet,2,15.98,9.88,False,False,Beauty,High Shipping Cost
5361,803318,Firefox,MacOS,Desktop,7,62.27,13.76,False,False,Electronics,No Abandonment
8152,854908,Opera,Windows,Mobile,7,4.77,4.72,False,False,HomeGoods,Payment Issues
1841,778813,Firefox,Android,Tablet,0,125.18,6.72,False,False,Clothing,Found Better Price
5778,697717,Opera,iOS,Mobile,4,41.83,7.32,True,True,HomeGoods,Payment Issues
3071,382936,Safari,MacOS,Mobile,2,42.93,0.31,False,False,Electronics,Distraction
2284,771065,Opera,iOS,Mobile,2,47.26,10.64,True,False,Electronics,Distraction
2378,839798,Opera,iOS,Mobile,5,19.43,8.25,True,False,Clothing,Payment Issues
7339,424738,Opera,Android,Desktop,1,80.87,9.19,False,False,Clothing,Found Better Price
3658,624335,Opera,MacOS,Tablet,2,39.82,6.23,True,True,Electronics,Found Better Price
4561,100133,Chrome,Windows,Desktop,3,64.68,9.2,False,False,Toys,Distraction
7007,842955,Chrome,MacOS,Tablet,2,1.01,7.57,False,True,Electronics,No Abandonment
6452,111238,Chrome,iOS,Desktop,3,93.26,8.21,False,True,Clothing,High Shipping Cost
5012,397276,Chrome,Linux,Tablet,3,14.38,11.3,False,False,Toys,No Abandonment
2978,463957,Firefox,Android,Mobile,3,13.86,9.1,False,False,Clothing,No Abandonment
5416,259154,Edge,Windows,Mobile,4,49.64,3.52,False,True,HomeGoods,No Abandonment
6496,601845,Opera,Windows,Desktop,0,57.02,7.73,True,False,Electronics,Payment Issues
8874,473807,Firefox,iOS,Desktop,1,123.78,11.6,False,False,HomeGoods,Payment Issues
3224,942737,Chrome,Windows,Mobile,5,58.75,7.41,False,True,Books,Payment Issues
8089,677534,Opera,iOS,Desktop,5,83.81,10.28,False,True,HomeGoods,Payment Issues
1953,151689,Edge,Windows,Desktop,3,69.87,12.63,False,False,Books,Distraction
7934,253440,Opera,Windows,Tablet,5,98.93,10.64,False,True,Electronics,Payment Issues
6917,397383,Safari,iOS,Tablet,3,199.81,9.53,False,False,Beauty,Payment Issues
9261,692258,Safari,Android,Tablet,3,37.15,8.66,False,False,Clothing,Distraction
6742,350781,Firefox,Windows,Desktop,3,28.42,7.33,True,True,Toys,Found Better Price
5253,825231,Edge,MacOS,Mobile,6,39.74,7.69,True,False,Toys,No Abandonment
1548,705847,Firefox,Linux,Mobile,3,142.27,12.17,True,True,Books,No Abandonment
2839,839585,Opera,iOS,Mobile,6,27.29,10.03,True,True,Clothing,High Shipping Cost
2951,227019,Edge,Windows,Mobile,1,48.62,7.54,True,True,Books,No Abandonment
3507,454066,Firefox,Android,Tablet,6,20.93,7.16,False,False,Toys,Found Better Price
7350,539486,Opera,MacOS,Tablet,2,34.87,8.25,False,True,Toys,No Abandonment
8603,711889,Chrome,iOS,Desktop,3,24.17,8.99,False,True,Beauty,Found Better Price
3625,828339,Opera,MacOS,Mobile,3,40.17,6.93,True,False,Beauty,No Abandonment
6893,220632,Firefox,Linux,Desktop,0,64.31,4.52,True,False,Beauty,Payment Issues
8400,144014,Edge,Android,Mobile,4,64.98,9.6,True,True,Electronics,No Abandonment
3153,820240,Edge,iOS,Mobile,2,28.31,6.79,False,False,Beauty,No Abandonment
5761,377809,Chrome,iOS,Desktop,2,9.41,6.17,True,True,Beauty,No Abandonment
8185,402686,Firefox,Windows,Tablet,3,132.21,6.69,True,True,Books,Found Better Price
4566,973201,Chrome,MacOS,Desktop,2,96.64,6.04,False,True,Books,No Abandonment
1259,792328,Safari,iOS,Desktop,4,202.76,10.21,False,False,Beauty,Found Better Price
9504,385625,Opera,MacOS,Mobile,3,36.84,10.84,False,False,Toys,No Abandonment
2844,956990,Safari,Linux,Tablet,3,2.4,10.18,False,True,Toys,Payment Issues
8269,545860,Safari,Windows,Desktop,6,132.75,8.69,False,False,Electronics,High Shipping Cost
2533,409098,Chrome,Linux,Tablet,7,43.38,4.2,False,False,Clothing,High Shipping Cost
6596,220156,Chrome,Windows,Tablet,4,21.93,9.55,True,True,Clothing,Payment Issues
5769,992675,Opera,Windows,Tablet,3,52.54,13.94,True,False,Clothing,High Shipping Cost
3020,633433,Chrome,MacOS,Tablet,3,33.0,7.44,True,True,Beauty,No Abandonment
7358,331049,Chrome,Windows,Mobile,5,51.73,3.19,False,True,HomeGoods,High Shipping Cost
6502,805854,Chrome,Linux,Mobile,3,33.02,10.18,False,False,Clothing,Payment Issues
6243,160835,Chrome,Linux,Mobile,0,14.52,2.68,False,False,Beauty,Found Better Price
2691,749910,Chrome,Linux,Mobile,2,77.72,5.15,False,False,Electronics,Payment Issues
9519,689794,Safari,MacOS,Mobile,1,44.16,7.24,True,False,Books,High Shipping Cost
2588,667352,Safari,MacOS,Desktop,1,110.82,11.33,True,True,Books,No Abandonment
4753,337807,Opera,Android,Tablet,3,9.12,8.49,False,True,Clothing,High Shipping Cost
1097,361076,Edge,iOS,Mobile,4,73.64,6.21,True,False,HomeGoods,Payment Issues
5754,647242,Opera,Android,Tablet,2,57.5,6.26,False,True,Books,Found Better Price
7173,721160,Firefox,Android,Mobile,2,123.64,4.75,True,False,Beauty,High Shipping Cost
9052,209120,Opera,Windows,Mobile,5,49.28,6.41,False,False,HomeGoods,High Shipping Cost
6018,794411,Opera,Windows,Desktop,2,62.3,7.36,False,True,Beauty,High Shipping Cost
6704,192221,Chrome,Android,Tablet,5,12.25,8.19,False,False,Clothing,Distraction
8911,579383,Chrome,iOS,Mobile,6,2.02,9.87,False,False,HomeGoods,No Abandonment
9276,630862,Chrome,Android,Mobile,1,96.21,8.58,False,False,Toys,Found Better Price
2277,918813,Edge,MacOS,Desktop,4,103.41,4.44,False,True,Toys,High Shipping Cost
1518,519255,Chrome,Linux,Tablet,1,9.96,1.93,True,False,Toys,High Shipping Cost
6426,367475,Firefox,Android,Tablet,2,18.58,6.1,False,False,Beauty,No Abandonment
8815,870447,Safari,Windows,Mobile,1,70.51,14.12,True,True,Beauty,High Shipping Cost
1183,654700,Firefox,iOS,Desktop,5,133.16,7.01,False,True,Electronics,No Abandonment
3388,446001,Edge,Windows,Desktop,2,36.61,8.53,False,True,Electronics,Payment Issues
5322,735420,Chrome,MacOS,Mobile,3,53.88,3.78,True,False,Clothing,Distraction
5932,117458,Opera,Windows,Tablet,5,53.87,6.32,True,True,Beauty,Payment Issues
4827,376202,Safari,Windows,Mobile,4,49.08,9.9,True,True,HomeGoods,No Abandonment
3497,659453,Edge,iOS,Tablet,4,23.2,9.59,True,False,HomeGoods,High Shipping Cost
4479,420569,Firefox,iOS,Desktop,1,58.43,8.05,False,False,Beauty,Distraction
9757,624706,Chrome,Windows,Mobile,4,48.72,9.21,True,False,Toys,High Shipping Cost
2935,617256,Edge,Windows,Mobile,3,29.13,11.9,True,False,Beauty,High Shipping Cost
7275,706847,Edge,Android,Mobile,2,171.12,8.51,False,False,Toys,Distraction
1349,937668,Opera,MacOS,Tablet,5,12.73,12.96,True,False,Beauty,Distraction
1098,923789,Opera,Android,Tablet,3,160.83,9.14,True,False,Toys,Payment Issues
2769,968710,Opera,iOS,Desktop,2,69.77,6.08,True,True,HomeGoods,No Abandonment
2804,183723,Firefox,Android,Tablet,3,91.19,5.65,True,False,HomeGoods,Distraction
9112,213290,Opera,Android,Tablet,3,19.2,6.98,True,True,Beauty,High Shipping Cost
5170,411834,Edge,Windows,Mobile,4,172.42,7.65,False,True,Toys,Distraction
1401,956407,Edge,Windows,Desktop,2,41.37,10.93,True,False,HomeGoods,Found Better Price
9379,418184,Edge,MacOS,Desktop,5,106.62,11.82,True,False,Electronics,Payment Issues
9330,257866,Safari,Linux,Mobile,7,54.9,7.32,False,True,Clothing,Payment Issues
1142,297473,Safari,Linux,Tablet,5,13.71,9.46,True,True,Toys,Found Better Price
1220,192179,Firefox,Android,Tablet,3,10.99,8.68,False,False,Books,Found Better Price
5240,389070,Opera,MacOS,Mobile,4,130.45,7.49,True,False,Electronics,Payment Issues
8001,600487,Edge,MacOS,Mobile,6,5.32,9.2,False,True,Toys,High Shipping Cost
1387,801412,Opera,iOS,Tablet,2,46.16,9.76,False,True,Toys,Payment Issues
6991,144228,Edge,Windows,Desktop,3,86.19,14.26,False,False,HomeGoods,Found Better Price
1559,917478,Safari,iOS,Mobile,2,81.59,13.12,False,True,Electronics,Payment Issues
2839,292043,Edge,Linux,Tablet,3,31.03,11.91,False,True,Clothing,Found Better Price
2771,476563,Firefox,MacOS,Mobile,1,38.68,7.32,False,False,Beauty,High Shipping Cost
9556,936619,Chrome,Linux,Desktop,3,140.81,4.74,False,False,Books,High Shipping Cost
9608,469000,Edge,Windows,Desktop,4,37.92,9.38,False,True,Toys,No Abandonment
8676,741795,Firefox,Windows,Tablet,1,45.21,2.66,True,False,Clothing,Found Better Price
3068,649159,Safari,Windows,Desktop,0,23.43,7.72,False,False,Beauty,Distraction
7757,429106,Safari,Linux,Mobile,4,70.09,9.47,False,False,Books,High Shipping Cost
1516,848981,Chrome,MacOS,Desktop,3,178.75,4.88,True,False,Beauty,Found Better Price
1660,597014,Opera,iOS,Tablet,2,42.21,8.9,False,False,Clothing,No Abandonment
4416,998794,Opera,MacOS,Mobile,5,12.29,10.54,False,False,HomeGoods,No Abandonment
9521,606614,Edge,MacOS,Desktop,2,17.58,7.77,False,True,Electronics,Payment Issues
1377,164140,Safari,Android,Desktop,3,60.15,8.24,False,True,Toys,High Shipping Cost
1159,307665,Firefox,MacOS,Desktop,4,27.68,10.23,True,False,Books,High Shipping Cost
5174,788820,Chrome,iOS,Tablet,1,98.71,13.17,True,True,Beauty,Found Better Price
3199,129171,Opera,Android,Tablet,2,41.77,8.7,False,False,Toys,Found Better Price
7276,418889,Edge,MacOS,Desktop,0,87.51,10.05,False,True,Books,Payment Issues
2988,181772,Edge,Android,Mobile,5,58.75,7.13,True,False,Clothing,High Shipping Cost
7777,395979,Safari,MacOS,Desktop,2,15.8,10.09,False,True,Toys,No Abandonment
7312,166668,Firefox,Windows,Mobile,5,30.46,10.17,True,True,Electronics,Distraction
9168,289537,Firefox,Windows,Mobile,3,45.28,9.5,False,True,Books,High Shipping Cost
1865,228738,Opera,MacOS,Tablet,2,180.46,13.19,False,True,HomeGoods,Found Better Price
9582,238684,Edge,Android,Desktop,2,120.69,7.22,False,False,Beauty,Found Better Price
5915,983792,Safari,iOS,Tablet,2,15.37,8.13,False,False,Clothing,Found Better Price
7241,633721,Firefox,Windows,Desktop,5,41.5,12.31,False,False,Beauty,Found Better Price
8135,851764,Edge,Android,Mobile,2,60.34,7.13,False,True,HomeGoods,Found Better Price
2554,756306,Firefox,iOS,Tablet,4,24.79,10.46,False,False,Clothing,No Abandonment
5047,537323,Chrome,Android,Tablet,2,30.47,13.56,True,True,Electronics,Distraction
1131,363759,Firefox,MacOS,Tablet,3,13.96,10.44,False,False,HomeGoods,Found Better Price
4679,702675,Firefox,Windows,Mobile,4,63.94,9.37,False,True,Clothing,Distraction
7353,173790,Edge,Windows,Tablet,1,20.92,7.56,False,False,HomeGoods,High Shipping Cost
4076,187635,Firefox,Windows,Desktop,3,9.42,11.52,False,False,Clothing,No Abandonment
2521,810581,Firefox,MacOS,Desktop,2,39.61,5.02,False,True,Electronics,Found Better Price
4269,395305,Chrome,iOS,Mobile,4,66.38,3.71,False,False,Toys,High Shipping Cost
1440,582670,Firefox,iOS,Tablet,4,48.65,5.35,False,True,Beauty,Found Better Price
2203,175229,Firefox,Windows,Desktop,3,51.5,8.14,True,False,Clothing,No Abandonment
9432,615326,Edge,iOS,Tablet,4,31.41,4.55,False,True,Books,High Shipping Cost
4391,335578,Safari,Windows,Desktop,1,32.27,14.72,True,True,Toys,No Abandonment
4721,346279,Chrome,iOS,Mobile,2,156.4,5.58,True,False,HomeGoods,No Abandonment
7775,836050,Firefox,Windows,Desktop,5,114.92,10.77,False,True,Beauty,High Shipping Cost
8160,755748,Safari,iOS,Desktop,2,53.86,5.93,True,False,HomeGoods,No Abandonment
8875,280811,Edge,Android,Desktop,2,21.2,7.99,False,False,HomeGoods,No Abandonment
2887,726089,Chrome,Windows,Mobile,2,96.73,8.28,False,False,Books,High Shipping Cost
5270,881301,Edge,Windows,Desktop,3,137.39,4.8,False,False,Books,High Shipping Cost
9389,965869,Safari,Linux,Mobile,2,91.31,8.07,False,False,Beauty,Found Better Price
8705,260379,Chrome,Windows,Mobile,0,41.8,12.34,False,False,Books,No Abandonment
5194,173205,Firefox,iOS,Desktop,5,58.98,7.57,False,True,Books,No Abandonment
1744,200875,Safari,Android,Tablet,3,29.56,8.77,True,True,Books,No Abandonment
6546,812983,Edge,Android,Desktop,4,61.39,9.03,False,False,Books,Found Better Price
1452,619212,Chrome,iOS,Mobile,0,55.16,9.19,True,True,Beauty,No Abandonment
4262,319700,Safari,MacOS,Tablet,2,87.65,2.75,False,True,Toys,High Shipping Cost
8745,947248,Safari,Windows,Desktop,2,31.75,10.37,True,True,Toys,No Abandonment
1498,192096,Edge,Android,Desktop,2,176.51,9.7,False,True,HomeGoods,High Shipping Cost
1140,295957,Edge,iOS,Desktop,3,13.25,8.22,False,False,Books,Found Better Price
2714,585609,Firefox,Android,Desktop,4,65.72,12.12,False,True,Electronics,No Abandonment
1675,407385,Firefox,Android,Desktop,3,99.57,11.33,True,False,Beauty,No Abandonment
4505,485828,Safari,iOS,Tablet,4,23.68,9.25,False,True,HomeGoods,No Abandonment
4602,545353,Edge,Linux,Desktop,0,70.72,6.63,False,True,HomeGoods,Found Better Price
7675,349422,Safari,Android,Mobile,2,82.34,7.37,True,True,Clothing,Distraction
7504,752455,Opera,Android,Mobile,2,64.38,7.74,True,False,HomeGoods,High Shipping Cost
5803,776374,Edge,MacOS,Tablet,2,133.71,9.85,True,False,HomeGoods,Payment Issues
2730,134198,Opera,Linux,Mobile,2,91.45,7.99,True,True,HomeGoods,No Abandonment
6976,785285,Opera,MacOS,Tablet,3,15.86,8.8,True,True,Clothing,Found Better Price
8811,509392,Edge,iOS,Mobile,6,59.45,4.47,False,False,Beauty,High Shipping Cost
8028,317983,Firefox,Windows,Tablet,6,39.66,10.55,True,False,Electronics,High Shipping Cost
4718,301675,Safari,iOS,Desktop,1,94.67,11.68,False,False,Books,No Abandonment
8088,354598,Chrome,Linux,Mobile,2,73.68,6.92,False,False,Clothing,High Shipping Cost
2624,212932,Chrome,iOS,Mobile,4,52.1,6.69,False,False,Books,No Abandonment
2806,984111,Edge,Linux,Tablet,6,24.46,6.09,False,False,Toys,High Shipping Cost
9545,773782,Firefox,MacOS,Tablet,4,33.06,13.72,False,False,Beauty,High Shipping Cost
3933,382661,Firefox,Android,Tablet,4,19.93,10.46,False,False,HomeGoods,No Abandonment
1940,416647,Firefox,iOS,Mobile,5,67.27,7.91,False,False,HomeGoods,High Shipping Cost
8787,652802,Chrome,iOS,Tablet,2,28.46,6.2,False,True,HomeGoods,No Abandonment
4945,495431,Opera,Android,Desktop,5,44.98,4.94,False,False,Beauty,High Shipping Cost
8058,840636,Chrome,iOS,Tablet,3,118.96,10.41,True,False,HomeGoods,Found Better Price
5848,116486,Firefox,iOS,Desktop,3,99.71,7.22,False,False,Beauty,No Abandonment
9421,452400,Chrome,Windows,Desktop,2,109.46,9.37,True,False,Electronics,Found Better Price
5852,436626,Chrome,Windows,Tablet,1,18.08,12.19,True,False,Books,Payment Issues
7459,112249,Safari,Android,Desktop,4,12.03,4.97,True,False,Clothing,Found Better Price
5857,778547,Edge,MacOS,Desktop,4,277.41,6.11,False,False,Beauty,Payment Issues
8738,546829,Opera,iOS,Desktop,5,49.79,9.58,True,False,Clothing,Payment Issues
1237,925496,Safari,iOS,Tablet,2,37.45,7.38,False,False,Beauty,Payment Issues
4772,606683,Edge,MacOS,Tablet,4,29.22,7.52,False,True,Electronics,Found Better Price
8735,536006,Firefox,iOS,Desktop,3,29.51,10.5,False,True,Beauty,No Abandonment
3781,701725,Safari,MacOS,Mobile,2,92.9,10.25,False,False,Electronics,Found Better Price
8087,146783,Edge,Android,Desktop,3,32.41,6.98,False,False,Toys,High Shipping Cost
2984,884868,Safari,Android,Tablet,3,23.22,6.38,False,False,Books,Payment Issues
2052,820978,Chrome,MacOS,Desktop,1,67.67,7.81,False,True,HomeGoods,Found Better Price
8658,361652,Chrome,MacOS,Desktop,5,26.76,11.39,False,False,HomeGoods,High Shipping Cost
6254,666559,Safari,Linux,Tablet,3,38.51,3.13,False,True,Electronics,High Shipping Cost
1350,517563,Safari,Windows,Tablet,2,2.18,7.68,False,False,Electronics,Payment Issues
1912,941574,Opera,Windows,Mobile,5,104.1,9.9,True,False,Clothing,No Abandonment
5445,343176,Firefox,iOS,Desktop,0,78.49,6.17,False,False,Clothing,High Shipping Cost
1291,160683,Chrome,iOS,Desktop,1,66.33,3.88,False,False,Electronics,Found Better Price
8750,564504,Safari,MacOS,Desktop,1,87.97,4.79,False,False,Toys,High Shipping Cost
1467,718094,Edge,MacOS,Mobile,1,40.03,9.06,False,True,Toys,Distraction
4277,466670,Firefox,Windows,Mobile,3,65.87,7.75,False,False,HomeGoods,Payment Issues
6361,865787,Edge,iOS,Desktop,3,87.49,2.33,False,False,Toys,Found Better Price
6303,422935,Firefox,Windows,Tablet,7,32.14,6.52,False,True,HomeGoods,No Abandonment
4575,890100,Edge,Android,Desktop,3,111.73,11.83,False,False,Toys,High Shipping Cost
7592,150767,Chrome,Windows,Desktop,3,119.89,7.82,False,True,Toys,High Shipping Cost
5325,317238,Safari,Windows,Desktop,5,35.47,9.73,False,True,Electronics,High Shipping Cost
2064,620921,Safari,MacOS,Tablet,2,200.02,7.72,True,True,Toys,Found Better Price
5888,265902,Opera,iOS,Mobile,0,55.83,10.44,False,False,HomeGoods,Payment Issues
3394,587524,Safari,Android,Mobile,2,82.6,9.77,True,True,Books,Found Better Price
9278,403883,Chrome,Windows,Desktop,3,67.23,8.06,False,False,Beauty,Found Better Price
3920,222243,Firefox,Windows,Desktop,2,119.55,5.35,False,True,Books,Payment Issues
7858,543426,Firefox,MacOS,Desktop,5,73.93,9.32,False,True,Clothing,High Shipping Cost
1003,921598,Safari,Linux,Tablet,5,73.31,3.86,False,True,Beauty,Found Better Price
6940,766556,Edge,iOS,Desktop,0,87.99,9.49,False,True,HomeGoods,No Abandonment
9048,801052,Safari,iOS,Tablet,2,34.78,10.63,True,True,Electronics,No Abandonment
2977,326976,Firefox,iOS,Desktop,4,100.34,6.52,False,True,Electronics,Payment Issues
